State Name,County Name,NAICS Description,Establishments
Illinois,Cook,Amusement,"1,173"
Illinois,Cook,Religious,"4,378"
Illinois,Crawford,Amusement,3
Illinois,Crawford,Religious,37
Illinois,De Witt,Amusement,4
Illinois,De Witt,Religious,24
Illinois,DeKalb,Amusement,29
Illinois,DeKalb,Religious,91
Illinois,Douglas,Amusement,4
Illinois,Douglas,Religious,26
Illinois,DuPage,Amusement,353
Illinois,DuPage,Religious,752
Illinois,Edgar,Amusement,4
Illinois,Edgar,Religious,27
Illinois,Effingham,Amusement,14
Illinois,Effingham,Religious,51
Illinois,Fayette,Amusement,5
Illinois,Fayette,Religious,37
Illinois,Ford,Amusement,3
Illinois,Ford,Religious,25
Illinois,Franklin,Amusement,9
Illinois,Franklin,Religious,51
Illinois,Fulton,Amusement,10
Illinois,Fulton,Religious,50
Illinois,Grundy,Amusement,23
Illinois,Grundy,Religious,46
Illinois,Hancock,Amusement,4
Illinois,Hancock,Religious,36
Illinois,Henry,Amusement,16
Illinois,Henry,Religious,63
Illinois,Iroquois,Amusement,5
Illinois,Iroquois,Religious,45
Illinois,Jackson,Amusement,13
Illinois,Jackson,Religious,95
Illinois,Jefferson,Amusement,8
Illinois,Jefferson,Religious,66
Illinois,Jersey,Amusement,7
Illinois,Jersey,Religious,27
Illinois,Jo Daviess,Amusement,11
Illinois,Jo Daviess,Religious,31
Illinois,Kane,Amusement,147
Illinois,Kane,Religious,349
Illinois,Kankakee,Amusement,31
Illinois,Kankakee,Religious,102
Illinois,Kendall,Amusement,33
Illinois,Kendall,Religious,59
Illinois,Knox,Amusement,14
Illinois,Knox,Religious,72
Illinois,LaSalle,Amusement,43
Illinois,LaSalle,Religious,126
Illinois,Lake,Amusement,301
Illinois,Lake,Religious,474
Illinois,Lawrence,Amusement,3
Illinois,Lawrence,Religious,29
Illinois,Lee,Amusement,10
Illinois,Lee,Religious,53
Illinois,Livingston,Amusement,12
Illinois,Livingston,Religious,61
Illinois,Logan,Amusement,6
Illinois,Logan,Religious,43
Illinois,Macon,Amusement,41
Illinois,Macon,Religious,157
Illinois,Macoupin,Amusement,17
Illinois,Macoupin,Religious,57
Illinois,Madison,Amusement,96
Illinois,Madison,Religious,315
Illinois,Marion,Amusement,12
Illinois,Marion,Religious,71
Illinois,Marshall,Amusement,6
Illinois,Marshall,Religious,20
Illinois,Mason,Amusement,4
Illinois,Mason,Religious,22
Illinois,McDonough,Amusement,8
Illinois,McDonough,Religious,43
Illinois,McHenry,Amusement,116
Illinois,McHenry,Religious,170
Illinois,McLean,Amusement,54
Illinois,McLean,Religious,185
Illinois,Menard,Amusement,5
Illinois,Menard,Religious,16
Illinois,Mercer,Amusement,5
Illinois,Mercer,Religious,26
Illinois,Monroe,Amusement,22
Illinois,Monroe,Religious,43
Illinois,Montgomery,Amusement,12
Illinois,Montgomery,Religious,39
Illinois,Morgan,Amusement,8
Illinois,Morgan,Religious,48
Illinois,Moultrie,Amusement,4
Illinois,Moultrie,Religious,23
Illinois,Ogle,Amusement,9
Illinois,Ogle,Religious,68
Illinois,Peoria,Amusement,50
Illinois,Peoria,Religious,238
Illinois,Perry,Amusement,3
Illinois,Perry,Religious,52
Illinois,Piatt,Amusement,6
Illinois,Piatt,Religious,26
Illinois,Pike,Amusement,9
Illinois,Pike,Religious,16
Illinois,Putnam,Amusement,3
Illinois,Putnam,Religious,4
Illinois,Randolph,Amusement,7
Illinois,Randolph,Religious,58
Illinois,Rock Island,Amusement,37
Illinois,Rock Island,Religious,193
Illinois,Saline,Amusement,6
Illinois,Saline,Religious,51
Illinois,Sangamon,Amusement,84
Illinois,Sangamon,Religious,375
Illinois,Shelby,Amusement,6
Illinois,Shelby,Religious,35
Illinois,St. Clair,Amusement,60
Illinois,St. Clair,Religious,264
Illinois,Stephenson,Amusement,15
Illinois,Stephenson,Religious,57
Illinois,Tazewell,Amusement,47
Illinois,Tazewell,Religious,161
Illinois,Union,Amusement,3
Illinois,Union,Religious,25
Illinois,Vermilion,Amusement,22
Illinois,Vermilion,Religious,92
Illinois,Warren,Amusement,5
Illinois,Warren,Religious,25
Illinois,Washington,Amusement,3
Illinois,Washington,Religious,33
Illinois,Wayne,Amusement,3
Illinois,Wayne,Religious,42
Illinois,Whiteside,Amusement,20
Illinois,Whiteside,Religious,80
Illinois,Will,Amusement,188
Illinois,Will,Religious,395
Illinois,Williamson,Amusement,30
Illinois,Williamson,Religious,113
Illinois,Winnebago,Amusement,103
Illinois,Winnebago,Religious,259
Illinois,Woodford,Amusement,10
Illinois,Woodford,Religious,60
Indiana,Adams,Amusement,7
Indiana,Adams,Religious,52
Indiana,Allen,Amusement,88
Indiana,Allen,Religious,421
Indiana,Bartholomew,Amusement,22
Indiana,Bartholomew,Religious,81
Indiana,Boone,Amusement,20
Indiana,Boone,Religious,74
Indiana,Brown,Amusement,4
Indiana,Brown,Religious,19
Indiana,Carroll,Amusement,5
Indiana,Carroll,Religious,27
Indiana,Cass,Amusement,5
Indiana,Cass,Religious,50
Indiana,Clark,Amusement,25
Indiana,Clark,Religious,101
Indiana,Clay,Amusement,4
Indiana,Clay,Religious,44
Indiana,Clinton,Amusement,4
Indiana,Clinton,Religious,45
Indiana,Daviess,Amusement,6
Indiana,Daviess,Religious,53
Indiana,DeKalb,Amusement,11
Indiana,DeKalb,Religious,60
Indiana,Dearborn,Amusement,11
Indiana,Dearborn,Religious,55
Indiana,Decatur,Amusement,8
Indiana,Decatur,Religious,35
Indiana,Delaware,Amusement,32
Indiana,Delaware,Religious,149
Indiana,Dubois,Amusement,13
Indiana,Dubois,Religious,59
Indiana,Elkhart,Amusement,31
Indiana,Elkhart,Religious,257
Indiana,Fayette,Amusement,5
Indiana,Fayette,Religious,32
Indiana,Floyd,Amusement,16
Indiana,Floyd,Religious,85
Indiana,Fountain,Amusement,5
Indiana,Fountain,Religious,29
Indiana,Franklin,Amusement,5
Indiana,Franklin,Religious,19
Indiana,Gibson,Amusement,7
Indiana,Gibson,Religious,56
Indiana,Grant,Amusement,9
Indiana,Grant,Religious,105
Indiana,Hamilton,Amusement,143
Indiana,Hamilton,Religious,285
Indiana,Hancock,Amusement,8
Indiana,Hancock,Religious,70
Indiana,Harrison,Amusement,4
Indiana,Harrison,Religious,36
Indiana,Hendricks,Amusement,41
Indiana,Hendricks,Religious,137
Indiana,Henry,Amusement,10
Indiana,Henry,Religious,65
Indiana,Howard,Amusement,17
Indiana,Howard,Religious,121
Indiana,Huntington,Amusement,13
Indiana,Huntington,Religious,60
Indiana,Jackson,Amusement,6
Indiana,Jackson,Religious,57
Indiana,Jasper,Amusement,7
Indiana,Jasper,Religious,41
Indiana,Jay,Amusement,4
Indiana,Jay,Religious,34
Indiana,Jefferson,Amusement,3
Indiana,Jefferson,Religious,44
Indiana,Jennings,Amusement,4
Indiana,Jennings,Religious,20
Indiana,Johnson,Amusement,35
Indiana,Johnson,Religious,131
Indiana,Knox,Amusement,8
Indiana,Knox,Religious,65
Indiana,Kosciusko,Amusement,26
Indiana,Kosciusko,Religious,123
Indiana,LaGrange,Amusement,4
Indiana,LaGrange,Religious,35
Indiana,LaPorte,Amusement,24
Indiana,LaPorte,Religious,113
Indiana,Lake,Amusement,107
Indiana,Lake,Religious,428
Indiana,Lawrence,Amusement,7
Indiana,Lawrence,Religious,66
Indiana,Madison,Amusement,21
Indiana,Madison,Religious,160
Indiana,Marion,Amusement,205
Indiana,Marion,Religious,"1,148"
Indiana,Marshall,Amusement,11
Indiana,Marshall,Religious,72
Indiana,Miami,Amusement,5
Indiana,Miami,Religious,55
Indiana,Monroe,Amusement,32
Indiana,Monroe,Religious,136
Indiana,Montgomery,Amusement,7
Indiana,Montgomery,Religious,50
Indiana,Morgan,Amusement,9
Indiana,Morgan,Religious,66
Indiana,Noble,Amusement,4
Indiana,Noble,Religious,57
Indiana,Orange,Amusement,7
Indiana,Orange,Religious,26
Indiana,Owen,Amusement,5
Indiana,Owen,Religious,21
Indiana,Parke,Amusement,3
Indiana,Parke,Religious,27
Indiana,Perry,Amusement,3
Indiana,Perry,Religious,21
Indiana,Pike,Amusement,3
Indiana,Pike,Religious,28
Indiana,Porter,Amusement,35
Indiana,Porter,Religious,157
Indiana,Posey,Amusement,4
Indiana,Posey,Religious,31
Indiana,Pulaski,Amusement,5
Indiana,Pulaski,Religious,28
Indiana,Putnam,Amusement,3
Indiana,Putnam,Religious,60
Indiana,Randolph,Amusement,6
Indiana,Randolph,Religious,34
Indiana,Ripley,Amusement,7
Indiana,Ripley,Religious,48
Indiana,Rush,Amusement,6
Indiana,Rush,Religious,29
Indiana,Scott,Amusement,4
Indiana,Scott,Religious,28
Indiana,Shelby,Amusement,9
Indiana,Shelby,Religious,50
Indiana,Spencer,Amusement,8
Indiana,Spencer,Religious,33
Indiana,St. Joseph,Amusement,56
Indiana,St. Joseph,Religious,284
Indiana,Starke,Amusement,4
Indiana,Starke,Religious,27
Indiana,Steuben,Amusement,12
Indiana,Steuben,Religious,54
Indiana,Tippecanoe,Amusement,40
Indiana,Tippecanoe,Religious,171
Indiana,Tipton,Amusement,5
Indiana,Tipton,Religious,24
Indiana,Vanderburgh,Amusement,49
Indiana,Vanderburgh,Religious,270
Indiana,Vigo,Amusement,26
Indiana,Vigo,Religious,147
Indiana,Wabash,Amusement,7
Indiana,Wabash,Religious,60
Indiana,Warrick,Amusement,14
Indiana,Warrick,Religious,63
Indiana,Wayne,Amusement,16
Indiana,Wayne,Religious,91
Indiana,Wells,Amusement,3
Indiana,Wells,Religious,53
Indiana,White,Amusement,6
Indiana,White,Religious,28
Indiana,Whitley,Amusement,12
Indiana,Whitley,Religious,43
Iowa,Adair,Amusement,4
Iowa,Adair,Religious,12
Iowa,Allamakee,Amusement,3
Iowa,Allamakee,Religious,24
Iowa,Appanoose,Amusement,6
Iowa,Appanoose,Religious,16
Iowa,Benton,Amusement,7
Iowa,Benton,Religious,35
Iowa,Black Hawk,Amusement,43
Iowa,Black Hawk,Religious,155
Iowa,Boone,Amusement,11
Iowa,Boone,Religious,37
Iowa,Bremer,Amusement,7
Iowa,Bremer,Religious,43
Iowa,Buchanan,Amusement,5
Iowa,Buchanan,Religious,18
Iowa,Buena Vista,Amusement,8
Iowa,Buena Vista,Religious,34
Iowa,Butler,Amusement,6
Iowa,Butler,Religious,30
Iowa,Calhoun,Amusement,4
Iowa,Calhoun,Religious,22
Iowa,Carroll,Amusement,7
Iowa,Carroll,Religious,34
Iowa,Cass,Amusement,6
Iowa,Cass,Religious,24
Iowa,Cedar,Amusement,7
Iowa,Cedar,Religious,24
Iowa,Cerro Gordo,Amusement,21
Iowa,Cerro Gordo,Religious,68
Iowa,Chickasaw,Amusement,5
Iowa,Chickasaw,Religious,23
Iowa,Clay,Amusement,5
Iowa,Clay,Religious,27
Iowa,Clayton,Amusement,6
Iowa,Clayton,Religious,37
Iowa,Clinton,Amusement,14
Iowa,Clinton,Religious,60
Iowa,Crawford,Amusement,5
Iowa,Crawford,Religious,16
Iowa,Dallas,Amusement,36
Iowa,Dallas,Religious,74
Iowa,Delaware,Amusement,6
Iowa,Delaware,Religious,24
Iowa,Des Moines,Amusement,9
Iowa,Des Moines,Religious,67
Iowa,Dickinson,Amusement,24
Iowa,Dickinson,Religious,34
Iowa,Dubuque,Amusement,33
Iowa,Dubuque,Religious,93
Iowa,Fayette,Amusement,6
Iowa,Fayette,Religious,32
Iowa,Floyd,Amusement,4
Iowa,Floyd,Religious,26
Iowa,Franklin,Amusement,4
Iowa,Franklin,Religious,23
Iowa,Grundy,Amusement,6
Iowa,Grundy,Religious,24
Iowa,Guthrie,Amusement,3
Iowa,Guthrie,Religious,25
Iowa,Hamilton,Amusement,5
Iowa,Hamilton,Religious,26
Iowa,Hancock,Amusement,5
Iowa,Hancock,Religious,27
Iowa,Hardin,Amusement,8
Iowa,Hardin,Religious,38
Iowa,Harrison,Amusement,5
Iowa,Harrison,Religious,26
Iowa,Henry,Amusement,6
Iowa,Henry,Religious,22
Iowa,Howard,Amusement,3
Iowa,Howard,Religious,20
Iowa,Ida,Amusement,5
Iowa,Ida,Religious,16
Iowa,Iowa,Amusement,8
Iowa,Iowa,Religious,26
Iowa,Jackson,Amusement,9
Iowa,Jackson,Religious,21
Iowa,Jasper,Amusement,10
Iowa,Jasper,Religious,62
Iowa,Jefferson,Amusement,4
Iowa,Jefferson,Religious,30
Iowa,Johnson,Amusement,50
Iowa,Johnson,Religious,124
Iowa,Jones,Amusement,8
Iowa,Jones,Religious,22
Iowa,Kossuth,Amusement,6
Iowa,Kossuth,Religious,36
Iowa,Lee,Amusement,11
Iowa,Lee,Religious,54
Iowa,Linn,Amusement,51
Iowa,Linn,Religious,239
Iowa,Louisa,Amusement,4
Iowa,Louisa,Religious,17
Iowa,Lyon,Amusement,3
Iowa,Lyon,Religious,32
Iowa,Madison,Amusement,4
Iowa,Madison,Religious,22
Iowa,Mahaska,Amusement,6
Iowa,Mahaska,Religious,40
Iowa,Marion,Amusement,11
Iowa,Marion,Religious,56
Iowa,Marshall,Amusement,6
Iowa,Marshall,Religious,52
Iowa,Mills,Amusement,6
Iowa,Mills,Religious,14
Iowa,Mitchell,Amusement,3
Iowa,Mitchell,Religious,21
Iowa,Monona,Amusement,3
Iowa,Monona,Religious,13
Iowa,Montgomery,Amusement,4
Iowa,Montgomery,Religious,17
Iowa,Muscatine,Amusement,7
Iowa,Muscatine,Religious,54
Iowa,O'Brien,Amusement,6
Iowa,O'Brien,Religious,38
Iowa,Palo Alto,Amusement,3
Iowa,Palo Alto,Religious,19
Iowa,Plymouth,Amusement,14
Iowa,Plymouth,Religious,36
Iowa,Pocahontas,Amusement,5
Iowa,Pocahontas,Religious,14
Iowa,Polk,Amusement,136
Iowa,Polk,Religious,613
Iowa,Pottawattamie,Amusement,26
Iowa,Pottawattamie,Religious,92
Iowa,Poweshiek,Amusement,7
Iowa,Poweshiek,Religious,29
Iowa,Ringgold,Amusement,3
Iowa,Ringgold,Religious,10
Iowa,Sac,Amusement,4
Iowa,Sac,Religious,21
Iowa,Scott,Amusement,60
Iowa,Scott,Religious,167
Iowa,Shelby,Amusement,3
Iowa,Shelby,Religious,22
Iowa,Sioux,Amusement,13
Iowa,Sioux,Religious,86
Iowa,Story,Amusement,29
Iowa,Story,Religious,112
Iowa,Tama,Amusement,4
Iowa,Tama,Religious,22
Iowa,Union,Amusement,4
Iowa,Union,Religious,18
Iowa,Wapello,Amusement,8
Iowa,Wapello,Religious,41
Iowa,Warren,Amusement,14
Iowa,Warren,Religious,51
Iowa,Washington,Amusement,4
Iowa,Washington,Religious,42
Iowa,Wayne,Amusement,3
Iowa,Wayne,Religious,9
Iowa,Webster,Amusement,11
Iowa,Webster,Religious,51
Iowa,Winnebago,Amusement,4
Iowa,Winnebago,Religious,20
Iowa,Winneshiek,Amusement,10
Iowa,Winneshiek,Religious,35
Iowa,Woodbury,Amusement,34
Iowa,Woodbury,Religious,127
Iowa,Worth,Amusement,3
Iowa,Worth,Religious,16
Iowa,Wright,Amusement,8
Iowa,Wright,Religious,30
Kansas,Atchison,Amusement,3
Kansas,Atchison,Religious,29
Kansas,Barber,Amusement,3
Kansas,Barber,Religious,15
Kansas,Barton,Amusement,7
Kansas,Barton,Religious,55
Kansas,Brown,Amusement,7
Kansas,Brown,Religious,20
Kansas,Butler,Amusement,13
Kansas,Butler,Religious,71
Kansas,Cherokee,Amusement,4
Kansas,Cherokee,Religious,27
Kansas,Cloud,Amusement,3
Kansas,Cloud,Religious,32
Kansas,Cowley,Amusement,6
Kansas,Cowley,Religious,61
Kansas,Crawford,Amusement,11
Kansas,Crawford,Religious,49
Kansas,Dickinson,Amusement,4
Kansas,Dickinson,Religious,42
Kansas,Douglas,Amusement,28
Kansas,Douglas,Religious,131
Kansas,Ellis,Amusement,9
Kansas,Ellis,Religious,33
Kansas,Ellsworth,Amusement,3
Kansas,Ellsworth,Religious,17
Kansas,Finney,Amusement,10
Kansas,Finney,Religious,41
Kansas,Ford,Amusement,6
Kansas,Ford,Religious,30
Kansas,Franklin,Amusement,5
Kansas,Franklin,Religious,34
Kansas,Geary,Amusement,8
Kansas,Geary,Religious,33
Kansas,Harvey,Amusement,6
Kansas,Harvey,Religious,67
Kansas,Haskell,Amusement,3
Kansas,Haskell,Religious,8
Kansas,Jackson,Amusement,3
Kansas,Jackson,Religious,17
Kansas,Jefferson,Amusement,6
Kansas,Jefferson,Religious,21
Kansas,Johnson,Amusement,197
Kansas,Johnson,Religious,476
Kansas,Labette,Amusement,3
Kansas,Labette,Religious,30
Kansas,Leavenworth,Amusement,9
Kansas,Leavenworth,Religious,61
Kansas,Lyon,Amusement,6
Kansas,Lyon,Religious,41
Kansas,Marshall,Amusement,3
Kansas,Marshall,Religious,23
Kansas,McPherson,Amusement,7
Kansas,McPherson,Religious,72
Kansas,Miami,Amusement,5
Kansas,Miami,Religious,44
Kansas,Mitchell,Amusement,7
Kansas,Mitchell,Religious,18
Kansas,Montgomery,Amusement,8
Kansas,Montgomery,Religious,67
Kansas,Morris,Amusement,3
Kansas,Morris,Religious,17
Kansas,Neosho,Amusement,4
Kansas,Neosho,Religious,28
Kansas,Norton,Amusement,3
Kansas,Norton,Religious,14
Kansas,Osage,Amusement,4
Kansas,Osage,Religious,18
Kansas,Pottawatomie,Amusement,9
Kansas,Pottawatomie,Religious,27
Kansas,Pratt,Amusement,4
Kansas,Pratt,Religious,20
Kansas,Reno,Amusement,9
Kansas,Reno,Religious,91
Kansas,Riley,Amusement,18
Kansas,Riley,Religious,88
Kansas,Saline,Amusement,13
Kansas,Saline,Religious,86
Kansas,Sedgwick,Amusement,111
Kansas,Sedgwick,Religious,507
Kansas,Seward,Amusement,6
Kansas,Seward,Religious,28
Kansas,Shawnee,Amusement,41
Kansas,Shawnee,Religious,288
Kansas,Sumner,Amusement,5
Kansas,Sumner,Religious,35
Kansas,Wyandotte,Amusement,19
Kansas,Wyandotte,Religious,182
Kentucky,Allen,Amusement,3
Kentucky,Allen,Religious,15
Kentucky,Barren,Amusement,12
Kentucky,Barren,Religious,35
Kentucky,Bell,Amusement,7
Kentucky,Bell,Religious,22
Kentucky,Boone,Amusement,30
Kentucky,Boone,Religious,69
Kentucky,Boyd,Amusement,8
Kentucky,Boyd,Religious,79
Kentucky,Boyle,Amusement,10
Kentucky,Boyle,Religious,42
Kentucky,Breckinridge,Amusement,3
Kentucky,Breckinridge,Religious,27
Kentucky,Bullitt,Amusement,13
Kentucky,Bullitt,Religious,49
Kentucky,Caldwell,Amusement,3
Kentucky,Caldwell,Religious,26
Kentucky,Calloway,Amusement,6
Kentucky,Calloway,Religious,51
Kentucky,Campbell,Amusement,22
Kentucky,Campbell,Religious,68
Kentucky,Carter,Amusement,5
Kentucky,Carter,Religious,20
Kentucky,Casey,Amusement,3
Kentucky,Casey,Religious,11
Kentucky,Christian,Amusement,6
Kentucky,Christian,Religious,92
Kentucky,Clark,Amusement,3
Kentucky,Clark,Religious,38
Kentucky,Clinton,Amusement,3
Kentucky,Clinton,Religious,6
Kentucky,Daviess,Amusement,24
Kentucky,Daviess,Religious,126
Kentucky,Edmonson,Amusement,3
Kentucky,Edmonson,Religious,3
Kentucky,Fayette,Amusement,92
Kentucky,Fayette,Religious,395
Kentucky,Floyd,Amusement,4
Kentucky,Floyd,Religious,26
Kentucky,Franklin,Amusement,7
Kentucky,Franklin,Religious,126
Kentucky,Grant,Amusement,5
Kentucky,Grant,Religious,19
Kentucky,Graves,Amusement,4
Kentucky,Graves,Religious,37
Kentucky,Grayson,Amusement,4
Kentucky,Grayson,Religious,18
Kentucky,Greenup,Amusement,5
Kentucky,Greenup,Religious,30
Kentucky,Hardin,Amusement,26
Kentucky,Hardin,Religious,98
Kentucky,Harlan,Amusement,3
Kentucky,Harlan,Religious,27
Kentucky,Henderson,Amusement,5
Kentucky,Henderson,Religious,61
Kentucky,Hopkins,Amusement,5
Kentucky,Hopkins,Religious,88
Kentucky,Jefferson,Amusement,175
Kentucky,Jefferson,Religious,803
Kentucky,Jessamine,Amusement,12
Kentucky,Jessamine,Religious,63
Kentucky,Kenton,Amusement,39
Kentucky,Kenton,Religious,106
Kentucky,Laurel,Amusement,9
Kentucky,Laurel,Religious,42
Kentucky,Livingston,Amusement,4
Kentucky,Livingston,Religious,13
Kentucky,Lyon,Amusement,4
Kentucky,Lyon,Religious,11
Kentucky,Madison,Amusement,15
Kentucky,Madison,Religious,78
Kentucky,Marion,Amusement,3
Kentucky,Marion,Religious,12
Kentucky,Marshall,Amusement,8
Kentucky,Marshall,Religious,59
Kentucky,Mason,Amusement,4
Kentucky,Mason,Religious,32
Kentucky,McCracken,Amusement,13
Kentucky,McCracken,Religious,115
Kentucky,Meade,Amusement,4
Kentucky,Meade,Religious,21
Kentucky,Mercer,Amusement,4
Kentucky,Mercer,Religious,27
Kentucky,Montgomery,Amusement,6
Kentucky,Montgomery,Religious,23
Kentucky,Muhlenberg,Amusement,3
Kentucky,Muhlenberg,Religious,66
Kentucky,Nelson,Amusement,9
Kentucky,Nelson,Religious,46
Kentucky,Oldham,Amusement,16
Kentucky,Oldham,Religious,49
Kentucky,Pendleton,Amusement,4
Kentucky,Pendleton,Religious,15
Kentucky,Pike,Amusement,8
Kentucky,Pike,Religious,45
Kentucky,Pulaski,Amusement,11
Kentucky,Pulaski,Religious,60
Kentucky,Russell,Amusement,6
Kentucky,Russell,Religious,20
Kentucky,Scott,Amusement,11
Kentucky,Scott,Religious,44
Kentucky,Shelby,Amusement,8
Kentucky,Shelby,Religious,53
Kentucky,Taylor,Amusement,7
Kentucky,Taylor,Religious,42
Kentucky,Warren,Amusement,26
Kentucky,Warren,Religious,112
Kentucky,Wayne,Amusement,4
Kentucky,Wayne,Religious,15
Kentucky,Whitley,Amusement,4
Kentucky,Whitley,Religious,30
Kentucky,Woodford,Amusement,5
Kentucky,Woodford,Religious,28
Louisiana,Acadia Parish,Amusement,11
Louisiana,Acadia Parish,Religious,41
Louisiana,Allen Parish,Amusement,3
Louisiana,Allen Parish,Religious,29
Louisiana,Ascension Parish,Amusement,25
Louisiana,Ascension Parish,Religious,55
Louisiana,Avoyelles Parish,Amusement,4
Louisiana,Avoyelles Parish,Religious,38
Louisiana,Beauregard Parish,Amusement,3
Louisiana,Beauregard Parish,Religious,49
Louisiana,Bossier Parish,Amusement,27
Louisiana,Bossier Parish,Religious,84
Louisiana,Caddo Parish,Amusement,60
Louisiana,Caddo Parish,Religious,288
Louisiana,Calcasieu Parish,Amusement,56
Louisiana,Calcasieu Parish,Religious,204
Louisiana,Caldwell Parish,Amusement,3
Louisiana,Caldwell Parish,Religious,12
Louisiana,Cameron Parish,Amusement,5
Louisiana,Cameron Parish,Religious,8
Louisiana,Concordia Parish,Amusement,3
Louisiana,Concordia Parish,Religious,20
Louisiana,De Soto Parish,Amusement,4
Louisiana,De Soto Parish,Religious,36
Louisiana,East Baton Rouge Parish,Amusement,127
Louisiana,East Baton Rouge Parish,Religious,533
Louisiana,Evangeline Parish,Amusement,3
Louisiana,Evangeline Parish,Religious,28
Louisiana,Franklin Parish,Amusement,5
Louisiana,Franklin Parish,Religious,30
Louisiana,Iberia Parish,Amusement,13
Louisiana,Iberia Parish,Religious,41
Louisiana,Iberville Parish,Amusement,8
Louisiana,Iberville Parish,Religious,24
Louisiana,Jefferson Davis Parish,Amusement,7
Louisiana,Jefferson Davis Parish,Religious,29
Louisiana,Jefferson Parish,Amusement,116
Louisiana,Jefferson Parish,Religious,283
Louisiana,La Salle Parish,Amusement,3
Louisiana,La Salle Parish,Religious,19
Louisiana,Lafayette Parish,Amusement,82
Louisiana,Lafayette Parish,Religious,169
Louisiana,Lafourche Parish,Amusement,28
Louisiana,Lafourche Parish,Religious,36
Louisiana,Lincoln Parish,Amusement,10
Louisiana,Lincoln Parish,Religious,62
Louisiana,Livingston Parish,Amusement,24
Louisiana,Livingston Parish,Religious,95
Louisiana,Madison Parish,Amusement,6
Louisiana,Madison Parish,Religious,6
Louisiana,Morehouse Parish,Amusement,3
Louisiana,Morehouse Parish,Religious,42
Louisiana,Natchitoches Parish,Amusement,10
Louisiana,Natchitoches Parish,Religious,60
Louisiana,Orleans Parish,Amusement,89
Louisiana,Orleans Parish,Religious,479
Louisiana,Ouachita Parish,Amusement,42
Louisiana,Ouachita Parish,Religious,193
Louisiana,Plaquemines Parish,Amusement,13
Louisiana,Plaquemines Parish,Religious,14
Louisiana,Pointe Coupee Parish,Amusement,5
Louisiana,Pointe Coupee Parish,Religious,13
Louisiana,Rapides Parish,Amusement,20
Louisiana,Rapides Parish,Religious,163
Louisiana,Richland Parish,Amusement,3
Louisiana,Richland Parish,Religious,25
Louisiana,Sabine Parish,Amusement,5
Louisiana,Sabine Parish,Religious,31
Louisiana,St. Bernard Parish,Amusement,13
Louisiana,St. Bernard Parish,Religious,21
Louisiana,St. Charles Parish,Amusement,16
Louisiana,St. Charles Parish,Religious,41
Louisiana,St. James Parish,Amusement,4
Louisiana,St. James Parish,Religious,14
Louisiana,St. John the Baptist Parish,Amusement,12
Louisiana,St. John the Baptist Parish,Religious,21
Louisiana,St. Landry Parish,Amusement,19
Louisiana,St. Landry Parish,Religious,61
Louisiana,St. Martin Parish,Amusement,15
Louisiana,St. Martin Parish,Religious,27
Louisiana,St. Mary Parish,Amusement,8
Louisiana,St. Mary Parish,Religious,38
Louisiana,St. Tammany Parish,Amusement,82
Louisiana,St. Tammany Parish,Religious,171
Louisiana,Tangipahoa Parish,Amusement,26
Louisiana,Tangipahoa Parish,Religious,114
Louisiana,Terrebonne Parish,Amusement,31
Louisiana,Terrebonne Parish,Religious,46
Louisiana,Union Parish,Amusement,5
Louisiana,Union Parish,Religious,27
Louisiana,Vermilion Parish,Amusement,10
Louisiana,Vermilion Parish,Religious,31
Louisiana,Washington Parish,Amusement,7
Louisiana,Washington Parish,Religious,42
Louisiana,Webster Parish,Amusement,8
Louisiana,Webster Parish,Religious,53
Louisiana,West Baton Rouge Parish,Amusement,8
Louisiana,West Baton Rouge Parish,Religious,19
Maine,Androscoggin,Amusement,32
Maine,Androscoggin,Religious,84
Maine,Aroostook,Amusement,25
Maine,Aroostook,Religious,71
Maine,Cumberland,Amusement,156
Maine,Cumberland,Religious,439
Maine,Franklin,Amusement,19
Maine,Franklin,Religious,42
Maine,Hancock,Amusement,47
Maine,Hancock,Religious,82
Maine,Kennebec,Amusement,38
Maine,Kennebec,Religious,200
Maine,Knox,Amusement,31
Maine,Knox,Religious,71
Maine,Lincoln,Amusement,23
Maine,Lincoln,Religious,49
Maine,Oxford,Amusement,20
Maine,Oxford,Religious,65
Maine,Penobscot,Amusement,42
Maine,Penobscot,Religious,142
Maine,Piscataquis,Amusement,7
Maine,Piscataquis,Religious,26
Maine,Sagadahoc,Amusement,9
Maine,Sagadahoc,Religious,35
Maine,Somerset,Amusement,22
Maine,Somerset,Religious,48
Maine,Waldo,Amusement,18
Maine,Waldo,Religious,41
Maine,Washington,Amusement,6
Maine,Washington,Religious,28
Maine,York,Amusement,79
Maine,York,Religious,153
Maryland,Allegany,Amusement,16
Maryland,Allegany,Religious,115
Maryland,Anne Arundel,Amusement,213
Maryland,Anne Arundel,Religious,472
Maryland,Baltimore,Amusement,229
Maryland,Baltimore,Religious,682
Maryland,Baltimore city,Amusement,93
Maryland,Baltimore city,Religious,719
Maryland,Calvert,Amusement,20
Maryland,Calvert,Religious,67
Maryland,Caroline,Amusement,3
Maryland,Caroline,Religious,29
Maryland,Carroll,Amusement,39
Maryland,Carroll,Religious,152
Maryland,Cecil,Amusement,34
Maryland,Cecil,Religious,76
Maryland,Charles,Amusement,29
Maryland,Charles,Religious,101
Maryland,Dorchester,Amusement,10
Maryland,Dorchester,Religious,37
Maryland,Frederick,Amusement,75
